,symbol,description,type,exchange,currency_code,currency-logoid,base-currency-logoid,provider_id,source2,source_id,typespecs,prefix,logoid,params,contracts
5747,NEOUSDC.P,NEO / USD Coin PERPETUAL CONTRACT,swap,Binance,USDC,crypto/XTVCUSDC,crypto/XTVCNEO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
5748,WIFIUSDT,WiFi Map/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCWIFI,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5749,ZILUSDT,Zilliqa / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCZIL,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5750,IOIUSDT,IOI Token / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCIOI,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5751,LYXUSD,LUKSO,spot,CRYPTO,USD,country/US,crypto/XTVCLYX,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5752,MELDUSDT,MELD / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCMELD2,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5753,SANTOSUSDT,SANTOSUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCSANTOSFT,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
5754,ZENBTC,Horizen / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCZEN,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
5755,ALPHAUSDT,Alpha Finance Lab/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCALPHA,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'defi']",,,,
5756,HUAHUAUSDT,Chihuahua / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCHUA,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5757,KSMUSDT,KSM / Tether USD,spot,HTX,USDT,crypto/XTVCUSDT,crypto/XTVCKSM,htx,"{'id': 'HTX', 'name': 'HTX', 'description': 'HTX'}",HTX,['crypto'],,,,
5758,MTSUSDT,Meta Plus Token / USDT,spot,MEXC,USDT,,,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5759,PRCLUSDT.P,PRCLUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCPRCL,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
5760,QORPOUSDT,QORPOUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCQORPO,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
5761,RSRBTC,Reserve Rights / Bitcoin,spot,KuCoin,BTC,crypto/XTVCBTC,crypto/XTVCRSR,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,"['crypto', 'defi']",KUCOIN,,,
5762,SKAIUSDT,Skillful AI / USDT,spot,MEXC,USDT,,,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5763,SNXUSDT.PS,SNX / TETHER Standard Futures,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCSNX,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual', 'defi']",BINGX,,,
5764,SUSHIUSD,SUSHI / US Dollar,spot,Binance,USD,country/US,crypto/XTVCSUSHI,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'defi', 'synthetic']",BINANCE,,,
5765,USDTZAR,TetherUS / ZAR,spot,Binance,ZAR,country/ZA,crypto/XTVCUSDT,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
5766,WACMEUSDT,Wrapped Accumulate / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCWACME,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5767,ZILUSDT,Zilliqa / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCZIL,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5768,ZKUSDT,ZKsync / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCZKSY,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5769,1000BONKUSDT.P,1000BONK Linear Perpetual Futures Contract,swap,PHEMEX,USDT,crypto/XTVCUSDT,crypto/XTVC1000BONK,phemex,"{'id': 'PHEMEX', 'name': 'Phemex', 'description': 'Phemex'}",PHEMEX,"['crypto', 'perpetual']",,,,
5770,FETUSDC,Fetch.AI / USD Coin,spot,Binance,USDC,crypto/XTVCUSDC,crypto/XTVCFET,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
5771,FLRUSDT,Flare / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCFLR,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5772,GMEWETH_2AEEE7,GAMESTOP / WRAPPED ETHER on Ethereum (2AEEE7...E683C9),spot,Uniswap v2 Ethereum,WETH,crypto/XTVCWETH,gamestop,uniswap,"{'id': 'UNISWAP', 'name': 'Uniswap', 'description': 'Uniswap'}",UNISWAP,['crypto'],UNISWAP,,,
5773,HIGHBTC,HIGH / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCHIGH,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
5774,IRONUSDT,Iron Fish/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCIRON,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5775,LOCKUSDT,Houdini Swap / USDT,spot,MEXC,USDT,,,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5776,PEOPLEUSDT,ConstitutionDAO / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCPEOPLE,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5777,POWRUSDT.P,POWR / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCPOWR,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
5778,UNFIUSDT,Unifi Protocol DAO / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCUNFI,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,"['crypto', 'defi']",KUCOIN,,,
5779,WAFFLESUSDT,Waffles / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCWAFFLES,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5780,WHYUSDT,WHYUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCWHY2,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
5781,ATLASUSD,Star Atlas,spot,CRYPTO,USD,country/US,crypto/XTVCATLAS,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5782,ATOMUSDT,COSMOS / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCATOM,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5783,BLZUSD,Bluzelle / US Dollar,spot,Binance,USD,country/US,crypto/XTVCBLZ,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'synthetic']",BINANCE,,,
5784,BSWUSDT.P,BSW / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCBSW,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual', 'defi']",,,,
5785,DIAUSD,DIA / US Dollar,spot,Binance,USD,country/US,crypto/XTVCDIA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'defi', 'synthetic']",BINANCE,,,
5786,DOPUSDT,DOP / Tether USD,spot,HTX,USDT,,,htx,"{'id': 'HTX', 'name': 'HTX', 'description': 'HTX'}",HTX,['crypto'],,,,
5787,DRAGONXTITANX_25215D.USD,DragonX / TITAN X on Ethereum (0x25215d9ba4403b3da77ce50606b54577a71b7895) in USD,spot,Uniswap v3 Ethereum,USD,,,uniswap3,"{'id': 'UNISWAP3ETH', 'name': 'Uniswap v3 on Ethereum', 'description': 'Uniswap v3 on Ethereum'}",UNISWAP3ETH,['crypto'],UNISWAP3ETH,,,
5788,FIGHTUSDT,Fight to Maga/Tether,spot,Gate.io,USDT,,,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5789,FUNUSDT.P,FUN / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCFUN,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual', 'defi']",,,,
5790,HUAHUAUSD,Chihuahua price in USD,index,OSMOSIS,USD,country/US,crypto/XTVCHUA,osmosis,"{'id': 'OSMOSIS', 'name': 'Osmosis', 'description': 'Osmosis'}",OSMOSIS,['crypto'],,,,
5791,METALUSDT,BADMAD ROBOTS / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCMETAL,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5792,MOBILEUSD,Helium Mobile,spot,CRYPTO,USD,country/US,crypto/XTVCMOBILE,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5793,NEIROSOL_DFWTDD.USD,Neiro / Wrapped SOL on Solana (DFWtdd9k8VPFcC5DQjFniJnNcUqvSGm13C7aVKBZzxYh) in USD,spot,Raydium Solana,USD,,,raydium,"{'id': 'RAYDIUM', 'name': 'Raydium on Solana', 'description': 'Raydium on Solana'}",RAYDIUM,['crypto'],RAYDIUM,,,
5794,PENDLEUSDT.PS,PENDLE/USDT,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCPENDLEPENDLE,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual']",BINGX,,,
5795,RSS3USDT,RSS3USDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCRSS3,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
5796,SOVUSDT,Sovryn/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCSOV,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5797,SUIUSDT,SUI / TetherUS,spot,Binance.US,USDT,crypto/XTVCUSDT,crypto/XTVCSUI,binance,"{'id': 'BINANCEUS', 'name': 'Binance.US', 'description': 'Binance.US'}",BINANCEUS,['crypto'],BINANCEUS,,,
5798,TURBOWETH_7BAECE.USD,Turbo / Wrapped Ether on Ethereum (0x7baece5d47f1bc5e1953fbe0e9931d54dab6d810) in USD,spot,Uniswap v3 Ethereum,USD,country/US,crypto/XTVCTURBO,uniswap3,"{'id': 'UNISWAP3ETH', 'name': 'Uniswap v3 on Ethereum', 'description': 'Uniswap v3 on Ethereum'}",UNISWAP3ETH,['crypto'],UNISWAP3ETH,,,
5799,UQCUSDT,Uquid Coin / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCUQC,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,"['crypto', 'defi']",KUCOIN,,,
5800,FBUSDT.P,FB / Tether PERPETUAL FUTURES,swap,MEXC,USDT,,,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
5801,GASBTC,Gas / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCGAS,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
5802,GOMININGUSD,Gomining,spot,CRYPTO,USD,country/US,crypto/XTVCGMTGOMININGTOKEN,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5803,HAMMYUSDT,SAD HAMSTER / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCHAMMY,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5804,KLIMAUSDC_5786B2,KLIMA DAO / USD COIN POS on Polygon (5786B2...DBEAD1),spot,SushiSwap v2 Polygon,USDC,crypto/XTVCUSDC,crypto/XTVCKLIMA,sushiswap,"{'id': 'SUSHISWAPPOLYGON', 'name': 'SushiSwap', 'description': 'SushiSwap'}",SUSHISWAPPOLYGON,['crypto'],SUSHISWAPPOLYGON,,,
5805,L3USDT,Layer3/Tether,spot,Gate.io,USDT,,,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
5806,MANEKIUSDT,MANEKI / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCMANEKI,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5807,MUSEUSD,Muse / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCMUSE,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
5808,NEARUSDT.3L,NEAR 3x Long / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCNEAR,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,"['crypto', 'leveraged']",KUCOIN,,,
5809,NFTUSDT,APENFT/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCNFTAPENFT,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
5810,OMGBTC,OmiseGo / Bitcoin,spot,Bitfinex,BTC,crypto/XTVCBTC,crypto/XTVCOMG,bitfinex,"{'id': 'BITFINEX', 'name': 'Bitfinex', 'description': 'Bitfinex'}",BITFINEX,['crypto'],BITFINEX,,,
5811,RSS3USDT,RSS3USDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCRSS3,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
5812,TRACUSD,OriginTrail,spot,CRYPTO,USD,country/US,crypto/XTVCTRAC,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5813,USDTZAR,TetherUS / ZAR,spot,Binance,ZAR,country/ZA,crypto/XTVCUSDT,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
5814,VANRYUSDT,VANRYUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCVANRY,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
5815,ZFUSDT,zkSwap Finance/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCZF,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,"['crypto', 'defi']",GATEIO,,,
5816,BONDUSDT,BarnBridge / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCBOND,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,"['crypto', 'defi']",KUCOIN,,,
5817,BOOUSDT,Spookyswap / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCBOOSPOOKYSWAP,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
5818,JASMYUSD,JasmyCoin / USD,spot,Crypto.com,USD,country/US,crypto/XTVCJASMY,cryptocom,"{'id': 'CRYPTOCOM', 'name': 'Crypto.com', 'description': 'Crypto.com'}",CRYPTOCOM,['crypto'],CRYPTOCOM,,,
5819,MARSHUSDT,Unmarshal / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCMARSH,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,"['crypto', 'defi']",KUCOIN,,,
5820,MOVRUSDT.P,MOVRUSDT Perpetual Swap Contract,swap,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCMOVR,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'perpetual']",,,,
5821,RATSUSDT.P,RATS USDT PERPETUAL,swap,Pionex,USDT,crypto/XTVCUSDT,crypto/XTVCRATS2,pionex,"{'id': 'PIONEX', 'name': 'Pionex', 'description': 'Pionex'}",PIONEX,"['crypto', 'perpetual']",PIONEX,,,
5822,SPELLUSDT,SPELLUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCSPELL,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
5823,TUSDT.P,T / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCT,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
5824,AXSUSDT,Axie Infinity/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCAXS,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
5825,BTCUSDC,Bitcoin / USDC,spot,Bitstamp,USDC,crypto/XTVCUSDC,crypto/XTVCBTC,bitstamp,"{'id': 'BITSTAMP', 'name': 'Bitstamp', 'description': 'Bitstamp'}",BITSTAMP,['crypto'],BITSTAMP,,,
5826,DGBUSDT.P,DGB / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCDGB,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
5827,DIAUSD,DIA / US Dollar,spot,Binance,USD,country/US,crypto/XTVCDIA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'defi', 'synthetic']",BINANCE,,,
5828,DOGEUSDT,Dogecoin / Tether USD,spot,HTX,USDT,crypto/XTVCUSDT,crypto/XTVCDOGE,htx,"{'id': 'HTX', 'name': 'HTX', 'description': 'HTX'}",HTX,['crypto'],,,,
5829,LEOUSD,LEO / Dollar,spot,Bitfinex,USD,country/US,crypto/XTVCLEO,bitfinex,"{'id': 'BITFINEX', 'name': 'Bitfinex', 'description': 'Bitfinex'}",BITFINEX,['crypto'],BITFINEX,,,
5830,MATICUSD,Polygon / U.S. dollar,spot,Bitstamp,USD,country/US,crypto/XTVCMATIC,bitstamp,"{'id': 'BITSTAMP', 'name': 'Bitstamp', 'description': 'Bitstamp'}",BITSTAMP,['crypto'],BITSTAMP,,,
5831,SUIUSDT,SUI / TetherUS,spot,Binance.US,USDT,crypto/XTVCUSDT,crypto/XTVCSUI,binance,"{'id': 'BINANCEUS', 'name': 'Binance.US', 'description': 'Binance.US'}",BINANCEUS,['crypto'],BINANCEUS,,,
5832,SUNDAEUSDT,SUNDAESWAP / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCSUNDAE,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
5833,SUPERUSDT.PS,SUPER/USDT,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCSUPER,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual']",BINGX,,,
5834,XAIUSDT.P,XAI/USDT Perpetual Contract,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCXAI7,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual']",BINGX,,,
5835,XDCUSDT,XDCUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCXDC,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
5836,ARPAUSDT.P,ARPA NETWORK/USD TETHER PERPETUAL SWAP CONTRACT,swap,BloFin,USDT,crypto/XTVCUSDT,crypto/XTVCARPA,blofin,"{'id': 'BLOFIN', 'name': 'BloFin', 'description': 'BloFin'}",BLOFIN,"['crypto', 'perpetual']",BLOFIN,,,
5837,BCUTUSDT,bitsCrunch / Tether,spot,KuCoin,USDT,,,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5838,DOT.D,"Market Cap DOT Dominance, %",index,CRYPTOCAP,,,,tvc,"{'id': 'CRYPTOCAP', 'name': 'Crypto Market Capitalization', 'description': 'Crypto Market Capitalization'}",CRYPTOCAP,"['crypto', 'synthetic']",,crypto/XTVCDOT,,
5839,ETHEUR,Ethereum / EUR,spot,CAPITALCOM,EUR,country/EU,crypto/XTVCETH,capitalcom,"{'id': 'CAPITALCOM', 'name': 'Capital.com', 'description': 'Capital.com'}",CAPITALCOM,"['crypto', 'cfd']",,,,
5840,FETUSDC,Fetch.AI / USD Coin,spot,Binance,USDC,crypto/XTVCUSDC,crypto/XTVCFET,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
5841,FILUSDT,FILUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCFIL,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
5842,GLMRUSDT,Glimmer / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCGLMR,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5843,GPTUSDT,QnA3.AI/Tether,spot,OKX,USDT,,,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
5844,GRASSUSDT,grass / Tether USD,spot,Poloniex,USDT,,,poloniex,"{'id': 'POLONIEX', 'name': 'Poloniex', 'description': 'Poloniex'}",POLONIEX,['crypto'],POLONIEX,,,
5845,GSTUSDT,Green Satoshi Token / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCGSTG,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
5846,HOTKEYUSDT,HotKeySwap / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCHOTKEY,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'defi']",,,,
5847,KARUSD,KAR / U. S. Dollar,spot,Kraken,USD,country/US,crypto/XTVCKAR,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
5848,POWRBTC,Power Ledger / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCPOWR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
5849,PRCLUSDT.P,PRCLUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCPRCL,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
5850,HOTKEYUSDT,HotKeySwap / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCHOTKEY,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'defi']",,,,
5851,IDUSD,SPACE ID,spot,CRYPTO,USD,country/US,crypto/XTVCID,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
5852,LEOUSD,LEO / Dollar,spot,Bitfinex,USD,country/US,crypto/XTVCLEO,bitfinex,"{'id': 'BITFINEX', 'name': 'Bitfinex', 'description': 'Bitfinex'}",BITFINEX,['crypto'],BITFINEX,,,
5853,QORPOUSDT,QORPOUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCQORPO,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
5854,TRXUSDT.P,TRON/USD TETHER PERPETUAL SWAP CONTRACT,swap,BloFin,USDT,crypto/XTVCUSDT,crypto/XTVCTRX,blofin,"{'id': 'BLOFIN', 'name': 'BloFin', 'description': 'BloFin'}",BLOFIN,"['crypto', 'perpetual']",BLOFIN,,,
5855,XLMUSDT.P,XLM/USDT Perpetual Contract,swap,BingX,USDT,crypto/XTVCUSDT,crypto/XTVCXLM,bingx,"{'id': 'BINGX', 'name': 'BingX', 'description': 'BingX'}",BINGX,"['crypto', 'perpetual']",BINGX,,,
5856,ATOMUSDT,ATOMUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCATOM,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
